14.59, 0.0000
14.66, 0.0000
14.71, 0.0000
14.92, 0.0000
15.02, 0.0000
15.17, 0.0000
15.27, 0.0000
15.28, 0.0000
15.34, 0.0000
15.35, 0.0000
15.36, 0.0000
15.39, 0.0000
15.40, 0.0000
15.41, 0.0000
15.44, 0.0000
15.47, 0.0000
15.48, 0.0000
15.51, 0.0000
15.52, 0.0000
15.53, 0.0000
15.57, 0.0000
15.61, 0.0000
15.62, 0.0000
15.68, 0.0000
15.69, 0.0000
15.70, 0.0000
15.71, 0.0000
15.72, 0.0000
15.73, 0.0000
15.74, 0.0000
15.75, 0.0000
15.77, 0.0000
15.78, 0.0000
15.83, 0.0000
15.84, 0.0000
15.86, 0.0000
15.90, 0.0000
15.92, 0.0000
15.93, 0.0000
15.94, 0.0000
15.96, 0.0000
15.97, 0.0000
15.98, 0.0000
15.99, 0.0000
16.01, 0.0000
16.02, 0.0000
16.03, 0.0000
16.05, 0.0000
16.07, 0.0000
16.09, 0.0000
16.10, 0.0000
16.11, 0.0000
16.12, 0.0000
16.14, 0.0000
16.16, 0.0000
16.17, 0.0000
16.18, 0.0000
16.19, 0.0000
16.20, 0.0000
16.21, 0.0000
16.23, 0.0000
16.25, 0.0000
16.26, 0.0000
16.27, 0.0000
16.28, 0.0000
16.30, 0.0000
16.32, 0.0000
16.34, 0.0000
16.35, 0.0000
16.36, 0.0000
16.37, 0.0000
16.39, 0.0000
16.41, 0.0000
16.42, 0.0000
16.43, 0.0000
16.44, 0.0000
16.45, 0.0000
16.46, 0.0000
16.48, 0.0000
16.50, 0.0000
16.51, 0.0000
16.52, 0.0000
16.53, 0.0000
16.55, 0.0000
16.57, 0.0000
16.59, 0.0000
16.60, 0.0000
16.61, 0.0000
16.62, 0.0000
16.64, 0.0000
16.66, 0.0000
16.67, 0.0000
16.68, 0.0000
16.69, 0.0000
16.70, 0.0000
16.71, 0.0000
16.73, 0.0000
16.75, 0.0000
16.76, 0.0000
16.77, 0.0000
16.78, 0.0000
16.80, 0.0000
16.82, 0.0000
16.84, 0.0000
16.85, 0.0000
16.86, 0.0000
16.87, 0.0000
16.89, 0.0000
16.91, 0.0000
16.92, 0.0000
16.93, 0.0000
16.94, 0.0000
16.95, 0.0000
16.96, 0.0000
16.98, 0.0000
17.00, 0.0000
17.01, 0.0000
17.02, 0.0000
17.03, 0.0000
17.05, 0.0000
17.07, 0.0000
17.09, 0.0000
17.10, 0.0000
17.11, 0.0000
17.12, 0.0000
17.14, 0.0000
17.16, 0.0000
17.17, 0.0000
17.18, 0.0000
17.19, 0.0000
17.20, 0.0000
17.21, 0.0000
17.23, 0.0000
17.25, 0.0000
17.26, 0.0000
17.27, 0.0000
17.28, 0.0000
17.30, 0.0000
17.32, 0.0000
17.34, 0.0000
17.35, 0.0000
17.36, 0.0000
17.37, 0.0000
17.39, 0.0000
17.41, 0.0000
17.42, 0.0000
17.43, 0.0000
17.44, 0.0000
17.45, 0.0000
17.46, 0.0000
17.48, 0.0000
